,Lawyer Names,experience,field,feedback,gender,charge,avg_days_for_disposal,lang,practices_at,location,cd,isprobo
699,Darshit Chhabra,12,"['Immigration ', ' Criminal ', '  Tax ']",,m,164.36627605751647,,"['Punjabi', 'Urdu', 'Hindi']",Bajaj-Sachdeva,Mumbai, Large Corporations,True
700,Stuvan Comar,17,"[' Corporate ', 'Media  Entertainment ', '  Intellectual Property ']",3.0,m,421.3106940476386,73.07113990354448,"['Hindi', 'Odia', 'Gujarati']",Karpe Inc,Kolkata, Large Corporations,False
701,Farhan Bhalla,23,"[' Consumer Protection ', 'Immigration ', '  Corporate ']",5.0,m,268.36502186625853,104.58665996877015,"['Bengali', 'Gujarati', 'Telugu']",Sharma and Sons,Chennai, Large Corporations,False
702,Lagan Kari,13,"[' Family ', 'Labor ', '  Criminal ']",1.0,m,294.5326334892188,103.09181121704415,"['Hindi', 'Gujarati', 'Assamese']",Sheth LLC,Kolkata, Small Businesses,True
703,Pihu Sangha,23,"['  Media  Entertainment ', 'Tax ', ' Constitutional ']",2.0,f,187.1424107587966,95.44506427209116,"['Marathi', 'Kannada', 'Telugu']",Borah,Kolkata, Large Corporations,True
704,Miraya Boase,25,"['Banking  Finance ', ' Intellectual Property ', '  Civil ']",5.0,f,131.8138095501274,64.18383718559296,"['Bengali', 'Tamil', 'Gujarati']",Chakraborty PLC,Kolkata, Large Corporations,False
705,Hrishita Babu,3,"['Consumer Protection ', '  Real Estate ', ' Labor ']",4.0,m,88.65967469126922,84.62394636730667,"['Tamil', 'Marathi', 'Kannada']",Iyer-Andra,Delhi, Large Corporations,False
706,Alisha Goda,9,"['Family ', ' Constitutional ', '  Criminal ']",1.0,f,371.35361341621217,71.62500167009924,"['Bengali', 'Gujarati', 'Punjabi']",Dasgupta-Comar,Delhi, Individuals,True
707,Advika Kashyap,17,"['Family ', '  Medical ', ' Tax ']",5.0,f,138.305426759535,107.64799880681647,"['Hindi', 'Kannada']",Bahri and Sons,Delhi, Large Corporations,True
708,Jiya Dash,17,"[' Corporate ', 'Media  Entertainment ', '  Constitutional ']",1.0,f,360.533909384959,81.24416799656098,"['Bengali', 'Odia', 'Marathi']",Hans-Zacharia,Delhi, Small Businesses,True
709,Heer Datta,20,"['  Consumer Protection ', 'Intellectual Property ', ' Immigration ']",,m,225.66940072112925,,"['Bengali', 'Gujarati']",Walla Group,Bangalore, Large Corporations,True
710,Eva Deshmukh,16,"['Medical ', '  Intellectual Property ', ' Civil ']",4.0,f,237.09866044534317,90.44694247682136,"['Malayalam', 'Marathi']",Randhawa LLC,Kolkata, Small Businesses,False
711,Ranbir Krishnan,25,"[' Immigration ', '  Intellectual Property ', 'Labor ']",1.0,m,261.1298732417473,80.39768314748082,"['Odia', 'Marathi', 'Telugu']",Singh,Bangalore, Individuals,False
712,Sana De,22,"['Criminal ', '  Family ', ' Constitutional ']",5.0,f,215.46882865739443,112.2561586530556,"['Hindi', 'Odia']",Bassi,Chennai, Individuals,False
713,Myra Yogi,13,"[' Consumer Protection ', '  Medical ', 'Labor ']",2.0,f,95.27898975016554,78.97783653698714,"['Odia', 'Assamese', 'Kannada']",Soni Ltd,Hyderabad, Large Corporations,True
714,Jivin Khalsa,27,"['Khalsa has 27 years of experience in Labor ', ' Immigration ', '  Criminal ']",2.0,m,189.3343145012806,69.01157611163053,"['Bengali', 'Kannada', 'Telugu']",Sharma-Devan,Mumbai, Small Businesses,True
715,Nishith Vig,19,"['Media  Entertainment ', ' Criminal ', '  Human Rights ']",5.0,m,348.6804623122723,57.70629726363727,"['Tamil', 'Malayalam', 'Urdu']",Ramanathan-Bhatnagar,Bangalore, Large Corporations,False
716,Reyansh Thaman,17,"['  Banking  Finance ', 'Human Rights ', ' Immigration ']",5.0,m,349.60298066099193,89.53820246379877,"['Odia', 'Assamese', 'Kannada']",Ramakrishnan Group,Delhi, Large Corporations,True
717,Yasmin Baria,4,"['  Banking  Finance ', ' Real Estate ', 'Baria has 4 years of experience in Labor ']",1.0,f,178.80093825799747,81.57104829213111,"['Hindi', 'Telugu']",Thakur,Delhi, Small Businesses,False
718,Alia Wali,12,"['  Family ', 'Immigration ', ' Intellectual Property ']",3.0,f,257.0461819509596,68.5664309023241,"['Odia', 'Marathi']",Anand,Chennai, Small Businesses,True
719,Dharmajan Sami,29,"[' Corporate ', 'Human Rights ', '  Real Estate ']",,m,137.05125260537187,,"['Bengali', 'Gujarati']",Bhasin,Kolkata, Small Businesses,True
720,Ranbir Bumb,9,"[' Medical ', 'Medical ', '  Family ']",1.0,m,144.6674366884261,100.00867721143862,"['Bengali', 'Urdu', 'Assamese']",Ganesan,Mumbai, Small Businesses,False
721,Eva Ram,19,"['  Media  Entertainment ', ' Media  Entertainment ', 'Labor ']",5.0,f,60.37118978297333,89.57673181594156,"['Bengali', 'Gujarati', 'Punjabi']",Doctor,Bangalore, Small Businesses,False
722,Akarsh Virk,12,"['Environmental ', ' Environmental ', '  Criminal ']",1.0,m,453.53594745848505,110.464893662563,"['Tamil', 'Marathi']",Vaidya-Sen,Kolkata, Individuals,False
723,Vaibhav D’Alia,9,"['  Civil ', ' Immigration ', 'Real Estate ']",5.0,m,144.8179992837078,99.9380405009792,"['Tamil', 'Odia', 'Punjabi']",Cheema PLC,Kolkata, Individuals,True
724,Zain Mahajan,7,"[' Family ', '  Environmental ', 'Mahajan has 7 years of experience in Family ']",4.0,m,152.3902446214085,77.65716147722351,"['Marathi', 'Kannada', 'Telugu']",Kumar Inc,Hyderabad, Individuals,False
725,Anaya Chakrabarti,28,"[' Environmental ', 'Human Rights ', '  Environmental ']",5.0,f,175.82064469030934,74.4116975401385,"['Malayalam', 'Assamese']",Roy and Sons,Hyderabad, Small Businesses,False
726,Raunak Dayal,14,"['  Medical ', 'Intellectual Property ', ' Intellectual Property ']",5.0,m,107.33363226294304,102.26972316680792,"['Punjabi', 'Kannada', 'Telugu']",Divan,Bangalore, Small Businesses,False
727,Khushi Devan,20,"['Banking  Finance ', ' Human Rights ', '  Consumer Protection ']",5.0,f,337.66829743161327,95.94550434701027,"['Punjabi', 'Urdu', 'Kannada']",Butala,Bangalore, Small Businesses,False
728,Aaina Sundaram,19,"[' Medical ', '  Constitutional ', 'Real Estate ']",3.0,m,83.81432892991396,92.54621651955992,"['Marathi', 'Urdu', 'Assamese']",Sanghvi Ltd,Bangalore, Large Corporations,True
729,Lakshit Wable,26,"[' Consumer Protection ', 'Intellectual Property ', '  Intellectual Property ']",,m,110.39109184685762,,"['Punjabi', 'Gujarati', 'Telugu']",Deo Group,Bangalore, Individuals,False
730,Jhanvi Kale,15,"['Corporate ', ' Intellectual Property ', '  Real Estate ']",2.0,m,340.14052696554177,99.11921350508631,"['Marathi', 'Telugu']",Sandal Ltd,Delhi, Individuals,False
731,Tarini Upadhyay,16,"['  Banking  Finance ', 'Intellectual Property ', ' Immigration ']",2.0,f,202.84727921664924,78.66751675299076,"['Punjabi', 'Assamese']",Gokhale Ltd,Kolkata, Large Corporations,True
732,Fateh Kari,21,"['Family ', ' Intellectual Property ', '  Intellectual Property ']",1.0,m,368.5765220155351,88.47020018109482,"['Assamese', 'Hindi', 'Marathi']",Sarin,Kolkata, Large Corporations,False
733,Samaira Sundaram,5,"['Family ', ' Environmental ', '  Corporate ']",3.0,f,300.8411351015639,111.7041621958047,"['Bengali', 'Hindi', 'Assamese']",Chand-Jha,Delhi, Individuals,False
734,Jayan Hayer,3,"['  Consumer Protection ', 'Human Rights ', ' Civil ']",1.0,f,165.2095278776809,80.0874864628478,"['Tamil', 'Hindi', 'Gujarati']",Tank PLC,Kolkata, Small Businesses,False
735,Shalv Bhasin,12,"[' Consumer Protection ', 'has 12 years of experience in Labor ', '  Constitutional ']",2.0,m,342.8725777201976,66.4051611439071,"['Tamil', 'Malayalam', 'Bengali']",Bhatt,Bangalore, Individuals,False
736,Dhruv Chokshi,25,"['Civil ', ' Immigration ', '  Tax ']",2.0,m,102.3231561317963,74.21179212194835,"['Tamil', 'Urdu', 'Marathi']",Gandhi,Mumbai, Small Businesses,True
737,Nishith Gulati,20,"['Corporate ', '  Banking  Finance ', ' Criminal ']",4.0,m,291.3846723860137,104.91448240031434,"['Tamil', 'Malayalam', 'Assamese']",Dalal,Hyderabad, Individuals,True
738,Ishita Kaul,27,"['Human Rights ', ' Constitutional ', '  Human Rights ']",5.0,f,246.71664727026558,93.82096706070314,"['Punjabi', 'Malayalam', 'Odia']",Savant,Hyderabad, Individuals,True
739,Heer Vala,21,"['Environmental ', ' Real Estate ', '  Human Rights ']",,m,170.54311226784836,,"['Punjabi', 'Malayalam', 'Urdu']",Bumb LLC,Kolkata, Large Corporations,True
740,Kavya Sawhney,4,"['  Family ', 'Criminal ', ' Labor ']",1.0,f,321.80224898277504,82.36359292032645,"['Hindi', 'Tamil', 'Punjabi']",Gala-Sehgal,Mumbai, Large Corporations,True
741,Ela Bail,21,"[' Banking  Finance ', 'Constitutional ', '  Immigration ']",1.0,f,442.1001165531271,97.28039861329785,"['Malayalam', 'Urdu', 'Marathi']",Virk Group,Hyderabad, Small Businesses,True
742,Zara Butala,23,"['Banking  Finance ', ' Tax ', '  Criminal ']",5.0,f,499.50711489338454,77.26342723514665,"['Bengali', 'Malayalam', 'Kannada']",D’Alia-Chaudry,Mumbai, Small Businesses,False
743,Anay Subramaniam,16,"[' Consumer Protection ', 'Intellectual Property ', '  Intellectual Property ']",5.0,m,323.49324593454105,94.58498352963893,"['Bengali', 'Odia', 'Kannada']",Mangat,Delhi, Individuals,False
744,Hansh Bawa,25,"['Civil ', ' Intellectual Property ', '  Family ']",4.0,m,232.11764344812656,79.03118146780565,"['Punjabi', 'Odia', 'Gujarati']",Kala,Chennai, Large Corporations,False
745,Advika Vasa,7,"['  Real Estate ', ' Criminal ', 'Labor ']",3.0,f,151.34319509729073,76.53510922087419,"['Tamil', 'Gujarati', 'Marathi']",Lanka,Kolkata, Small Businesses,False
746,Devansh Shroff,13,"[' Corporate ', 'Immigration ', '  Intellectual Property ']",1.0,m,165.6932402278003,80.43768847762482,"['Tamil', 'Bengali', 'Assamese']",Bahl,Delhi, Small Businesses,True
747,Alisha Reddy,21,"[' Corporate ', 'Medical ', '  Tax ']",5.0,f,265.7547401673945,84.36888830274057,"['Tamil', 'Urdu', 'Assamese']",Kapur-Dada,Delhi, Small Businesses,False
748,Saanvi Madan,10,"['Criminal ', '  Environmental ', ' Tax ']",1.0,f,215.27496557631915,89.26755246099445,"['Tamil', 'Malayalam', 'Odia']",Kala,Mumbai, Individuals,False
749,Gokul Jain,26,"['  Constitutional ', 'has 26 years of experience in Consumer Protection ', ' Media  Entertainment ']",,m,461.2165351812249,,"['Bengali', 'Marathi', 'Assamese']",Shanker-Dalal,Kolkata, Small Businesses,True
750,Saksham Srinivas,7,"['  Consumer Protection ', ' Consumer Protection ', 'Tax ']",2.0,m,215.7329604450693,34.67452062857334,"['Tamil', 'Gujarati', 'Kannada']",Divan,Delhi, Small Businesses,False
751,Heer Roy,14,"['Civil ', ' Consumer Protection ', '  Constitutional ']",1.0,m,218.05006601544596,77.88524163379853,"['Tamil', 'Telugu']",Master and Sons,Bangalore, Large Corporations,False
752,Advik Bala,26,"['Medical ', ' Real Estate ', '  Environmental ']",2.0,m,222.59053059528964,84.12645033965941,"['Hindi', 'Tamil', 'Marathi']",Das LLC,Delhi, Large Corporations,True
753,Vivaan Baral,5,"['Immigration ', '  Intellectual Property ', ' Media  Entertainment ']",1.0,m,426.47909466544615,112.57593057912496,"['Bengali', 'Kannada', 'Telugu']",Chana,Bangalore, Large Corporations,False
754,Nitya Amble,3,"['Corporate ', ' Intellectual Property ', '  Real Estate ']",3.0,f,342.85474438110583,73.79996087426801,"['Odia', 'Marathi']",Varughese Inc,Chennai, Individuals,False
755,Sahil Bhardwaj,23,"['Consumer Protection ', ' Medical ', '  Constitutional ']",4.0,m,326.3759826435017,92.44194927149869,"['Hindi', 'Odia', 'Punjabi']",Choudhury,Bangalore, Large Corporations,True
756,Hrishita Ratta,29,"['  Human Rights ', 'Human Rights ', ' Civil ']",2.0,m,200.36436007273798,112.42545464603756,"['Tamil', 'Kannada']",Kunda Inc,Bangalore, Large Corporations,False
757,Vedika Keer,11,"[' Tax ', '  Constitutional ', 'Labor ']",5.0,f,418.05687957459776,70.30547205079091,"['Punjabi', 'Malayalam', 'Urdu']",Venkataraman,Mumbai, Large Corporations,False
758,Hazel Basak,11,"[' Real Estate ', 'Criminal ', '  Tax ']",3.0,f,67.2637376100655,95.90962838796604,"['Assamese', 'Telugu']",Vora-Rege,Delhi, Large Corporations,False
759,Samar Chandran,18,"['  Banking  Finance ', 'Criminal ', ' Intellectual Property ']",,f,441.8587275521509,,"['Bengali', 'Punjabi', 'Telugu']",Dugal Group,Chennai, Small Businesses,True
760,Zeeshan Chahal,15,"['Media  Entertainment ', ' Environmental ', '  Criminal ']",2.0,m,280.73745490726833,82.43049386566148,"['Hindi', 'Gujarati', 'Marathi']",Hayer Group,Delhi, Individuals,False
761,Kismat Raman,12,"['Criminal ', ' Criminal ', '  Media  Entertainment ']",1.0,m,229.21260568853577,77.95333749070028,"['Hindi', 'Bengali', 'Odia']",Kadakia,Bangalore, Small Businesses,True
762,Damini Mandal,9,"['Corporate ', ' Banking  Finance ', '  Real Estate ']",1.0,f,273.72527632295856,79.02214037376172,"['Bengali', 'Odia', 'Urdu']",Jhaveri-Sodhi,Hyderabad, Small Businesses,False
763,Dhanuk Ganesan,10,"['Consumer Protection ', '  Real Estate ', ' Constitutional ']",1.0,m,350.336988740224,130.8286822185974,"['Punjabi', 'Telugu']",Bath-Aggarwal,Bangalore, Individuals,False
764,Romil Choudhury,26,"['  Civil ', 'Intellectual Property ', ' Civil ']",4.0,m,55.744441933053814,102.66683808107499,"['Punjabi', 'Marathi', 'Telugu']",Vasa,Delhi, Small Businesses,False
765,Vaibhav Walla,12,"[' Medical ', '  Media  Entertainment ', 'Tax ']",4.0,m,442.19833540621147,106.52606792679313,"['Hindi', 'Tamil', 'Kannada']",Bhandari-Sahota,Chennai, Large Corporations,True
766,Ivan Mane,17,"['Environmental ', ' Environmental ', '  Banking  Finance ']",5.0,m,251.03278639012677,97.37990230254744,"['Gujarati', 'Marathi', 'Kannada']",Lad Inc,Hyderabad, Individuals,True
767,Indrajit Tripathi,29,"['Corporate ', ' Environmental ', '  Banking  Finance ']",2.0,m,204.3349338650352,65.90614817397062,"['Assamese', 'Hindi', 'Gujarati']",Gole Ltd,Chennai, Small Businesses,True
768,Indrajit Dara,6,"['Constitutional ', '  Environmental ', ' Media  Entertainment ']",3.0,m,112.2105045353257,95.9243695548496,"['Tamil', 'Assamese']",Thakkar,Mumbai, Small Businesses,False
769,Jayesh Solanki,7,"['Banking  Finance ', ' Labor ', '  Civil ']",,m,247.75941846129896,,"['Punjabi', 'Urdu', 'Telugu']",Suresh-Chander,Bangalore, Large Corporations,False
770,Uthkarsh Kibe,14,"['Banking  Finance ', ' Corporate ', '  Media  Entertainment ']",3.0,m,273.3452470779705,77.19900788941332,"['Bengali', 'Urdu', 'Telugu']",Chacko-Wable,Bangalore, Small Businesses,False
771,Kimaya Sachar,13,"[' Family ', 'Tax ', '  Human Rights ']",1.0,f,231.641012522065,104.4799000074169,"['Assamese', 'Punjabi', 'Gujarati']",Soni-Dada,Mumbai, Small Businesses,False
772,Azad Venkatesh,8,"['Family ', ' Criminal ', '  Environmental ']",4.0,m,355.39704222210366,100.56504314781118,"['Assamese', 'Gujarati', 'Kannada']",Sankar PLC,Delhi, Small Businesses,False
773,Vihaan Bath,10,"['Banking  Finance ', ' Corporate ', '  Medical ']",2.0,m,239.4034379416517,117.78060067220505,"['Hindi', 'Malayalam', 'Kannada']",Bhasin PLC,Bangalore, Individuals,True
774,Ela Kaul,9,"['  Constitutional ', ' Immigration ', 'Labor ']",1.0,f,482.637910030958,83.73325481229571,"['Bengali', 'Marathi', 'Telugu']",Rattan-Mani,Delhi, Individuals,False
775,Veer Master,18,"['Corporate ', ' Banking  Finance ', '  Media  Entertainment ']",4.0,m,319.67488302061633,73.5358352658641,"['Bengali', 'Urdu', 'Assamese']",Raj-Sodhi,Chennai, Small Businesses,False
776,Divyansh Devan,27,"[' Environmental ', 'Immigration ', '  Environmental ']",4.0,m,413.365071043359,84.57557835941182,"['Assamese', 'Gujarati', 'Marathi']",Sinha-Chandran,Hyderabad, Small Businesses,True
777,Stuvan Kota,26,"[' Family ', '  Immigration ', 'Tax ']",2.0,m,99.21015639926549,111.53356489745435,"['Tamil', 'Urdu', 'Assamese']",Sandal,Hyderabad, Large Corporations,True
778,Raunak Saraf,2,"[' Consumer Protection ', 'Constitutional ', '  Civil ']",2.0,m,228.78108182565757,62.573911787370555,"['Hindi', 'Urdu', 'Gujarati']",Ravel,Hyderabad, Individuals,True
779,Siya Krish,5,"[' Corporate ', 'Media  Entertainment ', '  Constitutional ']",,f,201.5814656512187,,"['Hindi', 'Telugu']",Choudhry,Kolkata, Individuals,True
780,Kiaan Gaba,29,"[' Medical ', 'Family ', '  Media  Entertainment ']",1.0,m,306.2670746614663,91.3409291839742,"['Odia', 'Gujarati']",Bose,Mumbai, Individuals,True
781,Pari Sama,5,"[' Medical ', 'Intellectual Property ', '  Medical ']",5.0,f,437.5010840276415,83.36116060838766,"['Bengali', 'Odia', 'Assamese']",Keer,Hyderabad, Small Businesses,False
782,Neelofar Sule,6,"['Consumer Protection ', '  Labor ', ' Medical ']",2.0,f,85.252197992903,90.11591839763527,"['Hindi', 'Malayalam', 'Marathi']",Sarna-Johal,Bangalore, Large Corporations,False
783,Abram Tripathi,19,"[' Real Estate ', 'Immigration ', '  Corporate ']",5.0,m,82.65865912011986,104.17967656853799,"['Bengali', 'Malayalam', 'Telugu']",Reddy,Mumbai, Large Corporations,False
784,Eshani Kota,8,"['Human Rights ', '  Corporate ', ' Civil ']",1.0,f,432.6429686709195,81.71145980821721,"['Malayalam', 'Urdu', 'Assamese']",Bhatt-Chawla,Chennai, Small Businesses,False
785,Lakshay Swamy,16,"['  Real Estate ', ' Human Rights ', 'Tax ']",5.0,m,145.78253871726082,61.90491253604069,"['Bengali', 'Urdu', 'Telugu']",Choudhry,Chennai, Small Businesses,False
786,Nitya Jhaveri,13,"[' Corporate ', '  Immigration ', 'Labor ']",3.0,f,350.9389645024162,120.66722335799916,"['Bengali', 'Malayalam', 'Kannada']",Chowdhury-Tata,Chennai, Large Corporations,True
787,Saira Thakur,1,"['Consumer Protection ', '  Tax ', ' Media  Entertainment ']",5.0,m,294.2951595623623,75.04157568841836,"['Bengali', 'Odia']",Gala LLC,Chennai, Large Corporations,False
788,Darshit Kulkarni,22,"[' Medical ', 'Immigration ', '  Criminal ']",2.0,m,424.80211769925324,74.11444316981854,"['Odia', 'Marathi']",Atwal,Kolkata, Individuals,False
789,Kabir Tella,20,"['  Medical ', 'Family ', ' Labor ']",,m,106.29000942638159,,"['Bengali', 'Gujarati', 'Kannada']",Aurora LLC,Delhi, Small Businesses,True
790,Riya Iyer,17,"['Media  Entertainment ', '  Medical ', ' Constitutional ']",2.0,f,108.40233457517508,84.23266318437723,"['Urdu', 'Kannada', 'Telugu']",Mani LLC,Delhi, Individuals,True
791,Trisha Bora,7,"[' Real Estate ', 'Immigration ', '  Civil ']",3.0,f,300.5682621252384,89.04915221947783,"['Malayalam', 'Marathi', 'Telugu']",Maharaj,Hyderabad, Large Corporations,False
792,Lagan Varma,25,"['Medical ', ' Human Rights ', '  Labor ']",2.0,m,475.8703940112669,97.24185186090477,"['Punjabi', 'Malayalam', 'Marathi']",Krishnan and Sons,Kolkata, Individuals,False
793,Piya Dhar,13,"['Consumer Protection ', ' Criminal ', '  Constitutional ']",2.0,m,236.74899126683943,106.25374654664994,"['Bengali', 'Urdu', 'Telugu']",Edwin-Behl,Delhi, Large Corporations,True
794,Renee Ratti,4,"['  Medical ', ' Criminal ', 'Real Estate ']",2.0,f,197.12394511461272,84.99808960227342,"['Bengali', 'Tamil', 'Kannada']",Rajan,Chennai, Large Corporations,False
795,Jayan Goda,4,"['  Medical ', 'Medical ', ' Criminal ']",4.0,f,323.01019543904863,112.79928008871448,"['Marathi', 'Gujarati', 'Telugu']",Mangal LLC,Delhi, Individuals,True
796,Yashvi Jhaveri,6,"['Environmental ', '  Immigration ', ' Criminal ']",3.0,f,468.701870245264,57.96300226897792,"['Punjabi', 'Odia', 'Urdu']",Sandal,Mumbai, Small Businesses,False
797,Shlok Mangat,28,"['Media  Entertainment ', '  Banking  Finance ', ' Media  Entertainment ']",2.0,f,426.61752478008066,101.39680855429616,"['Tamil', 'Kannada', 'Telugu']",Dani,Hyderabad, Individuals,True
798,Umang Keer,19,"['Civil ', '  Banking  Finance ', ' Constitutional ']",2.0,m,497.96762482994893,77.40708662973515,"['Hindi', 'Kannada']",Bhandari and Sons,Delhi, Individuals,True
799,Vaibhav Kaur,29,"[' Corporate ', 'Intellectual Property ', '  Real Estate ']",,m,60.15586244106969,,"['Bengali', 'Gujarati', 'Punjabi']",Subramaniam and Sons,Mumbai, Small Businesses,True
800,Uthkarsh Thaker,12,"['Banking  Finance ', '  Consumer Protection ', ' Medical ']",1.0,m,100.78616512074301,92.13066718245818,"['Hindi', 'Assamese', 'Telugu']",Agarwal-Kapoor,Bangalore, Small Businesses,False
801,Chirag Sheth,22,"['Family ', ' Intellectual Property ', '  Civil ']",4.0,m,324.2604935149799,79.90642001985897,"['Hindi', 'Malayalam', 'Urdu']",Deo,Mumbai, Individuals,True
802,Mohanlal Ram,7,"['Consumer Protection ', ' Corporate ', '  Immigration ']",1.0,m,419.2593977002324,99.94261639532449,"['Tamil', 'Assamese', 'Telugu']",Bahri and Sons,Mumbai, Large Corporations,True
